Date,Open,High,Low,Close,Adj Close,Volume
2017-02-14,117.510002,117.559998,116.379997,116.930000,116.930000,6927800
2017-02-15,116.330002,117.480003,116.250000,117.449997,117.449997,7088400
2017-02-16,117.930000,118.349998,117.830002,118.080002,118.080002,6378700
2017-02-17,118.190002,118.400002,117.620003,117.680000,117.680000,7338100
2017-02-21,117.040001,118.000000,116.769997,117.750000,117.750000,6166900
2017-02-22,117.860001,118.019997,117.239998,117.910004,117.910004,6057200
2017-02-23,118.760002,119.160004,118.680000,118.940002,118.940002,7523300
2017-02-24,119.739998,119.879997,119.250000,119.699997,119.699997,9809000
2017-02-27,119.730003,120.400002,119.120003,119.120003,119.120003,9263500
2017-02-28,119.709999,119.839996,118.820000,119.230003,119.230003,8727800
2017-03-01,117.980003,119.120003,117.949997,119.059998,119.059998,8679600
2017-03-02,117.760002,118.339996,117.230003,117.580002,117.580002,10986300
2017-03-03,116.949997,117.730003,116.440002,117.510002,117.510002,10665800
2017-03-06,117.349998,117.349998,116.629997,116.720001,116.720001,4883500
2017-03-07,116.129997,116.250000,115.620003,115.779999,115.779999,6846300
2017-03-08,114.989998,115.360001,114.949997,115.059998,115.059998,7620900
2017-03-09,114.779999,115.029999,114.410004,114.470001,114.470001,6410900
2017-03-10,114.449997,114.730003,114.129997,114.720001,114.720001,7929500
2017-03-13,114.629997,114.910004,114.510002,114.739998,114.739998,5807400
2017-03-14,114.540001,115.010002,114.029999,114.120003,114.120003,5301800
2017-03-15,114.290001,116.250000,114.019997,116.250000,116.250000,13524100
2017-03-16,117.269997,117.290001,116.690002,116.730003,116.730003,9322000
2017-03-17,117.040001,117.269997,116.910004,116.989998,116.989998,4683000
2017-03-20,117.309998,117.599998,117.209999,117.510002,117.510002,4000200
2017-03-21,117.769997,118.800003,117.760002,118.540001,118.540001,9567900
2017-03-22,118.870003,119.150002,118.680000,118.830002,118.830002,7287400
2017-03-23,119.150002,119.250000,118.320000,118.669998,118.669998,6201100
2017-03-24,118.500000,119.209999,118.389999,118.860001,118.860001,6879600
2017-03-27,119.930000,120.080002,119.269997,119.529999,119.529999,8519600
2017-03-28,119.739998,119.830002,118.779999,119.040001,119.040001,7112800
2017-03-29,119.220001,119.449997,119.050003,119.330002,119.330002,4911000
2017-03-30,118.769997,119.120003,118.320000,118.470001,118.470001,6894600
2017-03-31,118.610001,119.080002,118.459999,118.720001,118.720001,8520800
2017-04-03,118.690002,119.370003,118.669998,119.349998,119.349998,6105700
2017-04-04,119.589996,119.769997,119.379997,119.620003,119.620003,4687300
2017-04-05,118.620003,119.629997,118.400002,119.620003,119.620003,8106000
2017-04-06,119.220001,119.419998,118.980003,119.180000,119.180000,4633500
2017-04-07,120.300003,120.669998,119.139999,119.459999,119.459999,12351100
2017-04-10,119.040001,119.690002,118.849998,119.459999,119.459999,4623700
2017-04-11,120.330002,121.400002,120.290001,121.190002,121.190002,12455300
2017-04-12,121.379997,122.220001,121.139999,122.019997,122.019997,9502500
2017-04-13,122.540001,122.650002,122.029999,122.599998,122.599998,9892600
2017-04-17,122.550003,123.070000,121.989998,122.239998,122.239998,8469600
2017-04-18,122.430000,123.029999,121.730003,122.820000,122.820000,10903700
2017-04-19,122.250000,122.260002,121.279999,121.730003,121.730003,8472700
2017-04-20,121.820000,122.169998,121.500000,121.959999,121.959999,11787300
2017-04-21,122.139999,122.610001,121.730003,122.309998,122.309998,15608000
2017-04-24,120.769997,121.510002,120.660004,121.480003,121.480003,11053600
2017-04-25,120.529999,120.870003,120.050003,120.250000,120.250000,10344800
2017-04-26,120.209999,120.959999,119.870003,120.839996,120.839996,9758800
2017-04-27,120.419998,120.599998,119.970001,120.389999,120.389999,8267000
2017-04-28,120.339996,120.769997,120.269997,120.769997,120.769997,9134200
2017-05-01,120.209999,120.750000,119.349998,119.669998,119.669998,9331800
2017-05-02,119.300003,119.650002,119.239998,119.650002,119.650002,4900800
2017-05-03,119.180000,119.339996,117.919998,117.980003,117.980003,10811100
2017-05-04,116.809998,117.279999,116.629997,116.790001,116.790001,12406900
2017-05-05,116.860001,117.070000,116.680000,117.010002,117.010002,7127200
2017-05-08,117.029999,117.139999,116.680000,116.750000,116.750000,5438400
2017-05-09,116.180000,116.239998,115.559998,116.050003,116.050003,6801300
2017-05-10,116.419998,116.500000,115.860001,116.040001,116.040001,4290500
2017-05-11,116.209999,116.849998,116.190002,116.500000,116.500000,6274400
2017-05-12,117.070000,117.160004,116.730003,116.830002,116.830002,5434500
2017-05-15,117.519997,117.540001,116.989998,117.139999,117.139999,5019600
2017-05-16,117.449997,117.910004,117.400002,117.650002,117.650002,4942800
2017-05-17,119.360001,120.019997,119.269997,119.790001,119.790001,13936900
2017-05-18,119.769997,119.839996,118.559998,118.809998,118.809998,10341100
2017-05-19,119.389999,119.550003,118.879997,119.400002,119.400002,6787300
2017-05-22,119.629997,120.139999,119.580002,119.900002,119.900002,5132500
2017-05-23,120.129997,120.190002,118.980003,119.139999,119.139999,8305400
2017-05-24,119.070000,119.739998,118.919998,119.610001,119.610001,7025000
2017-05-25,119.519997,119.699997,119.290001,119.480003,119.480003,4105100
2017-05-26,120.489998,120.790001,120.330002,120.540001,120.540001,6791600
2017-05-30,120.239998,120.330002,119.949997,120.139999,120.139999,4507500
2017-05-31,120.309998,121.230003,120.260002,120.620003,120.620003,10360700
2017-06-01,120.169998,120.739998,120.059998,120.720001,120.720001,8702500
2017-06-02,121.309998,121.709999,121.190002,121.610001,121.610001,7268100
2017-06-05,121.910004,121.940002,121.580002,121.730003,121.730003,3979200
2017-06-06,123.089996,123.309998,122.769997,123.099998,123.099998,10798500
2017-06-07,122.790001,123.160004,122.019997,122.449997,122.449997,9039200
2017-06-08,122.070000,122.080002,120.949997,121.650002,121.650002,8169800
2017-06-09,120.459999,120.910004,120.400002,120.540001,120.540001,7054700
2017-06-12,120.330002,120.690002,120.269997,120.360001,120.360001,4927400
2017-06-13,119.949997,120.709999,119.919998,120.480003,120.480003,3786600
2017-06-14,121.510002,121.879997,119.570000,119.820000,119.820000,21124800
2017-06-15,119.220001,119.500000,119.129997,119.320000,119.320000,6796700
2017-06-16,119.349998,119.500000,119.239998,119.339996,119.339996,6435700
2017-06-19,118.739998,118.839996,118.330002,118.430000,118.430000,6787000
2017-06-20,118.419998,118.459999,118.070000,118.180000,118.180000,4617400
2017-06-21,118.150002,118.660004,118.150002,118.519997,118.519997,4723700
2017-06-22,119.129997,119.199997,118.599998,118.919998,118.919998,5811900
2017-06-23,119.650002,119.660004,119.309998,119.430000,119.430000,9258600
2017-06-26,118.290001,118.540001,118.169998,118.360001,118.360001,6593400
2017-06-27,118.870003,119.050003,118.480003,118.809998,118.809998,5759300
2017-06-28,119.059998,119.059998,118.690002,118.900002,118.900002,4220100
2017-06-29,117.970001,118.639999,117.910004,118.320000,118.320000,7705200
2017-06-30,118.080002,118.410004,117.949997,118.019997,118.019997,7272600
2017-07-03,116.540001,116.849998,115.940002,116.089996,116.089996,12145000
2017-07-05,115.910004,116.669998,115.870003,116.519997,116.519997,7223300
2017-07-06,116.580002,116.610001,116.239998,116.470001,116.470001,4443400
2017-07-07,115.779999,115.790001,114.800003,115.279999,115.279999,11153600
2017-07-10,115.019997,115.570000,114.830002,115.470001,115.470001,4970900
2017-07-11,115.260002,115.769997,114.879997,115.620003,115.620003,6637900
2017-07-12,116.209999,116.330002,115.870003,116.029999,116.029999,4654400
2017-07-13,116.040001,116.040001,115.669998,115.820000,115.820000,4148900
2017-07-14,117.040001,117.250000,116.639999,116.769997,116.769997,5788200
2017-07-17,117.419998,117.529999,117.230003,117.290001,117.290001,5170800
2017-07-18,117.989998,118.330002,117.879997,118.110001,118.110001,7158600
2017-07-19,118.180000,118.269997,117.839996,118.080002,118.080002,3205100
2017-07-20,117.919998,118.620003,117.660004,118.239998,118.239998,5571600
2017-07-21,119.000000,119.389999,118.750000,119.260002,119.260002,10135900
2017-07-24,119.519997,119.580002,119.180000,119.309998,119.309998,3654300
2017-07-25,118.989998,119.320000,118.790001,118.919998,118.919998,6203000
2017-07-26,118.570000,120.150002,118.550003,119.879997,119.879997,8527900
2017-07-27,120.099998,120.139999,119.279999,119.790001,119.790001,6385200
2017-07-28,120.150002,120.860001,120.139999,120.690002,120.690002,7393600
2017-07-31,120.500000,120.809998,120.449997,120.750000,120.750000,3944600
2017-08-01,120.440002,121.139999,120.440002,120.650002,120.650002,7365100
2017-08-02,120.510002,121.019997,120.339996,120.400002,120.400002,5945300
2017-08-03,120.309998,120.830002,120.309998,120.589996,120.589996,4275600
2017-08-04,119.970001,120.040001,119.220001,119.650002,119.650002,8644800
2017-08-07,119.430000,119.790001,119.430000,119.510002,119.510002,3010100
2017-08-08,120.019997,120.120003,118.970001,119.860001,119.860001,7227200
2017-08-09,121.019997,121.550003,120.760002,121.309998,121.309998,9186200
2017-08-10,122.080002,122.440002,122.029999,122.209999,122.209999,9817900
2017-08-11,122.239998,122.830002,122.029999,122.790001,122.790001,8019500
2017-08-14,121.980003,122.239998,121.680000,121.919998,121.919998,6035300
2017-08-15,120.599998,121.230003,120.580002,120.980003,120.980003,6731300
2017-08-16,120.660004,122.059998,120.660004,121.870003,121.870003,8267300
2017-08-17,122.290001,122.610001,121.760002,122.489998,122.489998,8183800
2017-08-18,123.370003,123.540001,122.000000,122.300003,122.300003,13654200
2017-08-21,122.540001,122.980003,122.500000,122.760002,122.760002,5549700
2017-08-22,122.559998,122.559998,121.849998,122.209999,122.209999,6493900
2017-08-23,122.580002,122.690002,122.309998,122.669998,122.669998,5038400
2017-08-24,122.389999,122.639999,122.129997,122.290001,122.290001,4193400
2017-08-25,122.769997,123.019997,121.290001,122.739998,122.739998,12398200
2017-08-28,123.330002,124.730003,123.330002,124.690002,124.690002,11578300
2017-08-29,125.809998,125.870003,124.050003,124.419998,124.419998,9861500
2017-08-30,124.330002,124.620003,124.160004,124.360001,124.360001,6328400
2017-08-31,124.580002,125.839996,124.550003,125.820000,125.820000,11775500
2017-09-01,126.010002,126.169998,125.120003,126.059998,126.059998,11567400
2017-09-05,126.650002,127.779999,126.570000,127.459999,127.459999,11813100
2017-09-06,127.339996,127.440002,126.550003,126.809998,126.809998,10059300
2017-09-07,127.559998,128.320007,127.389999,128.130005,128.130005,10219700
2017-09-08,128.210007,128.300003,127.589996,127.970001,127.970001,9020000
2017-09-11,126.739998,126.940002,126.050003,126.190002,126.190002,9126600
2017-09-12,126.029999,126.589996,125.940002,126.559998,126.559998,8349000
2017-09-13,126.400002,126.449997,125.500000,125.610001,125.610001,8491000
2017-09-14,125.660004,126.440002,125.620003,126.160004,126.160004,5330700
2017-09-15,125.989998,125.989998,125.410004,125.529999,125.529999,8375100
2017-09-18,124.709999,124.760002,123.970001,124.360001,124.360001,8859800
2017-09-19,124.489998,124.650002,124.029999,124.620003,124.620003,5826500
2017-09-20,124.680000,125.059998,123.150002,123.620003,123.620003,11415400
2017-09-21,122.559998,123.070000,122.489998,122.680000,122.680000,7757900
2017-09-22,123.029999,123.389999,122.930000,123.239998,123.239998,6011900
2017-09-25,122.779999,124.660004,122.709999,124.529999,124.529999,10257200
2017-09-26,123.570000,123.809998,122.900002,123.139999,123.139999,8673600
2017-09-27,122.040001,122.510002,121.879997,121.980003,121.980003,6903900
2017-09-28,122.040001,122.480003,121.830002,122.209999,122.209999,5968200
2017-09-29,122.290001,122.300003,121.550003,121.580002,121.580002,10208000
2017-10-02,121.169998,121.339996,120.739998,120.769997,120.769997,11755400
2017-10-03,120.720001,121.099998,120.699997,120.830002,120.830002,3728700
2017-10-04,121.209999,121.269997,120.709999,121.169998,121.169998,6475200
2017-10-05,121.150002,121.239998,120.400002,120.519997,120.519997,6205400
2017-10-06,120.260002,121.209999,119.779999,121.089996,121.089996,10013300
2017-10-09,121.639999,122.110001,121.550003,122.080002,122.080002,5264100
2017-10-10,122.620003,122.970001,122.360001,122.400002,122.400002,9315500
2017-10-11,122.570000,122.879997,122.029999,122.790001,122.790001,5649400
2017-10-12,122.839996,123.040001,122.500000,122.889999,122.889999,3037600
2017-10-13,123.660004,123.860001,123.339996,123.820000,123.820000,6820300
2017-10-16,123.820000,123.970001,122.570000,122.970001,122.970001,8202000
2017-10-17,122.029999,122.320000,121.730003,122.129997,122.129997,7041300
2017-10-18,121.709999,121.940002,121.550003,121.669998,121.669998,3666400
2017-10-19,122.199997,122.550003,122.110001,122.389999,122.389999,5567300
2017-10-20,121.680000,121.980003,121.389999,121.610001,121.610001,8481100
2017-10-23,120.980003,121.900002,120.959999,121.800003,121.800003,5069700
2017-10-24,121.260002,121.709999,120.980003,121.330002,121.330002,5114100
2017-10-25,121.309998,121.589996,120.839996,121.349998,121.349998,4282400
2017-10-26,121.160004,121.160004,120.220001,120.330002,120.330002,6438800
2017-10-27,120.379997,120.989998,120.209999,120.900002,120.900002,6664200
2017-10-30,120.379997,121.470001,120.379997,121.129997,121.129997,5119200
2017-10-31,120.820000,120.839996,120.379997,120.669998,120.669998,3910500
2017-11-01,120.980003,121.550003,120.839996,121.110001,121.110001,4647800
2017-11-02,121.290001,121.959999,121.050003,121.190002,121.190002,5369500
2017-11-03,121.360001,121.430000,120.180000,120.620003,120.620003,6330600
2017-11-06,120.720001,121.849998,120.680000,121.650002,121.650002,6953800
2017-11-07,121.510002,121.559998,120.779999,121.209999,121.209999,4165900
2017-11-08,121.949997,122.250000,121.589996,121.629997,121.629997,5565200
2017-11-09,121.849998,122.410004,121.730003,122.129997,122.129997,6072400
2017-11-10,121.989998,122.110001,120.940002,121.129997,121.129997,7116200
2017-11-13,121.430000,121.550003,121.269997,121.309998,121.309998,6249300
2017-11-14,120.900002,121.910004,120.769997,121.559998,121.559998,6189000
2017-11-15,122.129997,122.360001,121.250000,121.410004,121.410004,4984800
2017-11-16,121.449997,121.709999,121.290001,121.400002,121.400002,2796500
2017-11-17,122.150002,123.169998,121.949997,122.860001,122.860001,10614000
2017-11-20,122.300003,122.410004,121.040001,121.309998,121.309998,8356700
2017-11-21,121.669998,122.000000,121.500000,121.510002,121.510002,4956500
2017-11-22,122.260002,122.949997,122.169998,122.629997,122.629997,5211800
2017-11-24,122.360001,122.610001,122.220001,122.320000,122.320000,1779700
2017-11-27,123.260002,123.330002,122.669998,122.830002,122.830002,4961200
2017-11-28,123.050003,123.169998,122.529999,122.809998,122.809998,5603100
2017-11-29,122.239998,122.330002,121.739998,122.040001,122.040001,6138900
2017-11-30,121.440002,121.699997,120.639999,121.099998,121.099998,7936300
2017-12-01,120.940002,122.430000,120.739998,121.589996,121.589996,13080100
2017-12-04,121.150002,121.199997,120.839996,121.180000,121.180000,6943700
2017-12-05,120.099998,120.510002,119.720001,120.320000,120.320000,10041200
2017-12-06,120.040001,120.440002,119.870003,120.070000,120.070000,6643000
2017-12-07,119.010002,119.239998,118.099998,118.489998,118.489998,12900200
2017-12-08,118.489998,118.919998,118.330002,118.480003,118.480003,5231300
2017-12-11,118.370003,118.540001,117.800003,118.010002,118.010002,4522200
2017-12-12,117.650002,118.169998,117.400002,118.150002,118.150002,8020100
2017-12-13,118.190002,119.349998,118.010002,119.169998,119.169998,10086700
2017-12-14,119.099998,119.290001,118.709999,118.930000,118.930000,6993600
2017-12-15,119.410004,119.500000,118.970001,119.180000,119.180000,7532000
2017-12-18,119.629997,119.989998,119.599998,119.730003,119.730003,5452200
2017-12-19,119.669998,119.900002,119.529999,119.820000,119.820000,4018900
2017-12-20,119.980003,120.360001,119.809998,120.139999,120.139999,5734600
2017-12-21,120.070000,120.449997,120.000000,120.309998,120.309998,4823700
2017-12-22,120.669998,121.139999,120.570000,120.940002,120.940002,5791300
2017-12-26,121.550003,121.870003,121.510002,121.769997,121.769997,8224400
2017-12-27,122.000000,122.339996,121.879997,122.230003,122.230003,6232700
2017-12-28,122.820000,122.919998,122.559998,122.849998,122.849998,5732700
2017-12-29,123.699997,124.089996,123.459999,123.650002,123.650002,7852100
2018-01-02,124.660004,125.180000,124.389999,125.150002,125.150002,11762500
2018-01-03,125.050003,125.089996,124.099998,124.820000,124.820000,7904300
2018-01-04,124.889999,125.849998,124.739998,125.459999,125.459999,7329700
2018-01-05,124.930000,125.480003,124.830002,125.330002,125.330002,5739900
2018-01-08,125.199997,125.320000,124.900002,125.309998,125.309998,3566700
2018-01-09,124.489998,124.860001,124.230003,124.730003,124.730003,9153600
2018-01-10,125.169998,125.309998,124.720001,125.029999,125.029999,14809300
2018-01-11,125.370003,125.660004,125.250000,125.440002,125.440002,5994700
2018-01-12,126.010002,127.129997,125.809998,126.959999,126.959999,9258600
2018-01-16,126.599998,127.180000,126.400002,127.169998,127.169998,8083900
2018-01-17,126.769997,127.220001,125.900002,126.139999,126.139999,10130500
2018-01-18,126.129997,126.519997,125.800003,125.860001,125.860001,6289300
2018-01-19,126.570000,126.730003,126.410004,126.419998,126.419998,8773800
2018-01-22,126.510002,126.750000,126.279999,126.650002,126.650002,4893500
2018-01-23,126.529999,127.349998,126.339996,127.279999,127.279999,6190400
2018-01-24,128.389999,129.259995,128.229996,128.830002,128.830002,11827600
2018-01-25,128.690002,129.509995,127.360001,127.970001,127.970001,15219700
2018-01-26,128.240005,128.520004,127.970001,128.070007,128.070007,7828700
2018-01-29,127.580002,127.629997,126.919998,127.349998,127.349998,6956400
2018-01-30,127.910004,127.919998,126.739998,126.800003,126.800003,9736100
2018-01-31,127.449997,127.849998,126.400002,127.650002,127.650002,13418900
2018-02-01,127.180000,128.149994,127.080002,128.070007,128.070007,10854600
2018-02-02,126.809998,126.849998,125.959999,126.389999,126.389999,16789200
2018-02-05,126.820000,127.309998,126.440002,126.709999,126.709999,13596300
2018-02-06,126.540001,126.550003,125.220001,125.379997,125.379997,17672500
2018-02-07,125.480003,125.769997,124.410004,124.790001,124.790001,8558500
2018-02-08,124.919998,125.440002,124.510002,124.980003,124.980003,7343600
2018-02-09,124.650002,125.139999,124.389999,124.769997,124.769997,14140700
2018-02-12,125.190002,125.820000,125.110001,125.370003,125.370003,6984900
2018-02-13,125.669998,126.180000,125.519997,126.080002,126.080002,5321300
2018-02-14,126.470001,128.589996,126.290001,128.229996,128.229996,16416400
2018-02-15,128.429993,128.570007,127.940002,128.380005,128.380005,7276500
2018-02-16,128.300003,128.699997,127.570000,127.959999,127.959999,7956900
2018-02-20,127.279999,127.400002,126.040001,126.239998,126.239998,11148700
2018-02-21,126.360001,126.760002,125.440002,125.660004,125.660004,7908800
2018-02-22,125.919998,126.370003,125.879997,126.300003,126.300003,5346300
2018-02-23,126.059998,126.300003,125.849998,126.139999,126.139999,4239700
2018-02-26,126.449997,126.620003,126.180000,126.449997,126.449997,3194300
2018-02-27,126.059998,126.150002,124.589996,125.129997,125.129997,7082300
2018-02-28,125.089996,125.459999,124.809998,125.000000,125.000000,4534900
2018-03-01,124.150002,125.309998,123.580002,124.720001,124.720001,12910100
2018-03-02,125.669998,125.690002,124.970001,125.389999,125.389999,9994300
2018-03-05,125.349998,125.480003,124.959999,125.180000,125.180000,5778300
2018-03-06,126.199997,126.959999,126.129997,126.529999,126.529999,8676800
2018-03-07,126.220001,126.290001,125.419998,125.720001,125.720001,5158700
2018-03-08,125.690002,125.699997,125.129997,125.419998,125.419998,3474900
2018-03-09,124.940002,125.690002,124.779999,125.540001,125.540001,5066800
2018-03-12,125.040001,125.570000,124.839996,125.540001,125.540001,2884300
2018-03-13,125.669998,125.989998,125.050003,125.779999,125.779999,4798300
2018-03-14,125.489998,125.760002,125.339996,125.699997,125.699997,3777000
2018-03-15,125.120003,125.209999,124.720001,124.900002,124.900002,6130100
2018-03-16,124.839996,124.870003,124.209999,124.599998,124.599998,7402200
2018-03-19,124.570000,125.160004,124.419998,124.870003,124.870003,4335400
2018-03-20,124.410004,124.550003,123.959999,124.309998,124.309998,3399400
2018-03-21,125.400002,126.760002,125.029999,126.480003,126.480003,12532000
2018-03-22,126.089996,126.339996,125.639999,125.980003,125.980003,5298700
2018-03-23,127.820000,128.059998,127.610001,127.610001,127.610001,12025900
2018-03-26,128.050003,128.580002,128.009995,128.279999,128.279999,6169800
2018-03-27,127.230003,127.620003,127.050003,127.489998,127.489998,6180700
2018-03-28,126.480003,126.610001,125.510002,125.730003,125.730003,10254900
2018-03-29,125.419998,125.809998,125.309998,125.790001,125.790001,7102000
2018-04-02,126.650002,127.540001,126.379997,127.260002,127.260002,11421100
2018-04-03,126.540001,126.589996,126.010002,126.300003,126.300003,6083700
2018-04-04,127.500000,127.529999,126.320000,126.449997,126.449997,7488300
2018-04-05,125.449997,126.080002,125.430000,125.800003,125.800003,5333000
2018-04-06,126.570000,126.599998,126.129997,126.389999,126.389999,6121200
2018-04-09,126.449997,126.860001,126.230003,126.820000,126.820000,4189900
2018-04-10,127.019997,127.309998,126.669998,127.120003,127.120003,5268800
2018-04-11,128.089996,129.470001,127.779999,128.110001,128.110001,12348600
2018-04-12,127.250000,127.339996,126.470001,126.620003,126.620003,8141300
2018-04-13,127.070000,127.750000,127.029999,127.449997,127.449997,6821300
2018-04-16,127.739998,128.050003,127.570000,127.629997,127.629997,4600000
2018-04-17,127.019997,127.779999,127.000000,127.750000,127.750000,4184100
2018-04-18,128.320007,128.539993,127.750000,127.849998,127.849998,6755600
2018-04-19,127.809998,127.879997,127.129997,127.599998,127.599998,8736100
2018-04-20,126.690002,126.970001,126.550003,126.629997,126.629997,10403100
2018-04-23,125.620003,125.760002,125.339996,125.620003,125.620003,6921500
2018-04-24,125.779999,126.339996,125.669998,126.230003,126.230003,4733100
2018-04-25,125.230003,125.510002,125.059998,125.410004,125.410004,5985700
2018-04-26,125.540001,125.570000,124.690002,124.970001,124.970001,7517100
2018-04-27,125.199997,125.620003,125.169998,125.500000,125.500000,5654000
2018-04-30,124.410004,125.199997,124.190002,124.589996,124.589996,9830600
2018-05-01,123.900002,123.980003,123.389999,123.709999,123.709999,7551600
2018-05-02,123.900002,124.540001,123.580002,123.650002,123.650002,7614000
2018-05-03,124.660004,124.760002,124.239998,124.279999,124.279999,4857400
2018-05-04,124.099998,124.650002,124.000000,124.540001,124.540001,5883600
2018-05-07,124.500000,124.699997,124.300003,124.570000,124.570000,3397500
2018-05-08,124.139999,124.949997,123.790001,124.589996,124.589996,5551100
2018-05-09,124.449997,124.870003,124.239998,124.330002,124.330002,4405600
2018-05-10,125.220001,125.370003,124.750000,125.180000,125.180000,5218400
2018-05-11,125.570000,125.589996,124.940002,125.000000,125.000000,4299200
2018-05-14,125.160004,125.209999,124.440002,124.489998,124.489998,3753200
2018-05-15,122.820000,122.820000,122.129997,122.480003,122.480003,10911900
2018-05-16,122.379997,122.610001,122.029999,122.290001,122.290001,4943300
2018-05-17,122.230003,122.430000,122.040001,122.360001,122.360001,7781300
2018-05-18,122.050003,122.650002,122.010002,122.410004,122.410004,6837100
2018-05-21,122.160004,122.529999,121.970001,122.480003,122.480003,4126700
2018-05-22,122.699997,122.739998,122.339996,122.410004,122.410004,4579600
2018-05-23,122.139999,122.739998,122.110001,122.540001,122.540001,7007300
2018-05-24,123.099998,123.820000,123.080002,123.589996,123.589996,8850100
2018-05-25,123.660004,123.699997,123.209999,123.209999,123.209999,7920700
2018-05-29,122.839996,123.639999,122.660004,123.190002,123.190002,9013200
2018-05-30,123.169998,123.610001,123.169998,123.370003,123.370003,4573700
2018-05-31,123.260002,123.779999,123.099998,123.099998,123.099998,7862500
2018-06-01,122.580002,123.089996,122.440002,122.489998,122.489998,8059100
2018-06-04,122.849998,122.930000,122.370003,122.370003,122.370003,4345400
2018-06-05,122.550003,123.230003,122.279999,122.849998,122.849998,6864200
2018-06-06,123.080002,123.349998,122.629997,122.919998,122.919998,4083700
2018-06-07,122.959999,123.150002,122.690002,122.860001,122.860001,3700700
2018-06-08,123.080002,123.120003,122.910004,123.010002,123.010002,3865700
2018-06-11,123.099998,123.419998,123.019997,123.230003,123.230003,3201200
2018-06-12,122.949997,123.180000,122.639999,122.820000,122.820000,7279600
2018-06-13,122.839996,123.339996,122.470001,123.190002,123.190002,5867700
2018-06-14,123.629997,123.860001,123.320000,123.379997,123.379997,8015400
2018-06-15,122.180000,122.199997,120.830002,121.339996,121.339996,14537000
2018-06-18,121.349998,121.440002,120.989998,121.110001,121.110001,3846000
2018-06-19,120.809998,121.029999,120.580002,120.800003,120.800003,4925800
2018-06-20,120.790001,120.809998,120.160004,120.260002,120.260002,4548500
2018-06-21,119.919998,120.320000,119.820000,120.050003,120.050003,5681900
2018-06-22,120.209999,120.400002,120.099998,120.339996,120.339996,4489400
2018-06-25,120.000000,120.230003,119.830002,119.889999,119.889999,9300200
2018-06-26,119.279999,119.589996,119.089996,119.260002,119.260002,8674500
2018-06-27,118.959999,119.050003,118.480003,118.580002,118.580002,6480100
2018-06-28,118.589996,118.669998,118.010002,118.220001,118.220001,7760500
2018-06-29,118.430000,118.940002,118.260002,118.650002,118.650002,8002800
2018-07-02,118.180000,118.209999,117.400002,117.459999,117.459999,12021900
2018-07-03,118.410004,119.080002,118.379997,118.650002,118.650002,8901000
2018-07-05,118.919998,119.330002,118.769997,119.050003,119.050003,4951900
2018-07-06,118.970001,119.029999,118.730003,118.860001,118.860001,2946900
2018-07-09,119.650002,119.730003,119.139999,119.150002,119.150002,4074900
2018-07-10,118.889999,119.000000,118.610001,118.930000,118.930000,3754800
2018-07-11,118.449997,118.529999,117.620003,117.639999,117.639999,6974500
2018-07-12,118.000000,118.260002,117.940002,118.129997,118.129997,4585300
2018-07-13,117.620003,117.750000,117.449997,117.610001,117.610001,5444300
2018-07-16,117.510002,117.629997,117.279999,117.550003,117.550003,3670700
2018-07-17,116.720001,116.930000,116.120003,116.279999,116.279999,7939600
2018-07-18,116.029999,116.349998,115.830002,116.309998,116.309998,5391800
2018-07-19,115.129997,116.470001,115.120003,115.809998,115.809998,14227600
2018-07-20,116.400002,116.709999,116.239998,116.559998,116.559998,7892000
2018-07-23,116.250000,116.309998,115.760002,116.000000,116.000000,6247100
2018-07-24,116.220001,116.430000,115.910004,116.040001,116.040001,4801000
2018-07-25,116.790001,116.839996,116.269997,116.680000,116.680000,5479600
2018-07-26,116.239998,116.510002,115.769997,115.769997,115.769997,6382700
2018-07-27,115.919998,116.239998,115.769997,115.830002,115.830002,5242000
2018-07-30,115.800003,116.019997,115.639999,115.650002,115.650002,4157400
2018-07-31,115.470001,116.349998,115.389999,115.989998,115.989998,5508500
2018-08-01,115.629997,115.699997,115.129997,115.139999,115.139999,7941700
2018-08-02,115.169998,115.230003,114.419998,114.519997,114.519997,6204200
2018-08-03,115.089996,115.529999,114.860001,114.919998,114.919998,5953200
2018-08-06,114.559998,114.720001,114.309998,114.330002,114.330002,5811600
2018-08-07,114.849998,114.940002,114.419998,114.589996,114.589996,5188000
2018-08-08,114.750000,114.949997,114.410004,114.910004,114.910004,3808000
2018-08-09,115.019997,115.120003,114.690002,114.739998,114.739998,4253000
2018-08-10,114.809998,115.230003,114.610001,114.690002,114.690002,6757900
2018-08-13,113.809998,113.809998,112.830002,112.959999,112.959999,9150900
2018-08-14,113.250000,113.480003,112.839996,113.070000,113.070000,7085900
2018-08-15,112.169998,112.180000,111.059998,111.190002,111.190002,12398400
2018-08-16,111.459999,111.879997,111.099998,111.099998,111.099998,7484600
2018-08-17,111.690002,112.150002,111.379997,112.129997,112.129997,8471000
2018-08-20,112.379997,112.739998,112.160004,112.690002,112.690002,5313400
2018-08-21,112.769997,113.099998,112.440002,113.019997,113.019997,5042400
2018-08-22,113.389999,113.489998,113.070000,113.269997,113.269997,6215600
2018-08-23,112.680000,112.879997,112.059998,112.199997,112.199997,5500100
2018-08-24,113.250000,114.419998,113.209999,114.160004,114.160004,9214700
2018-08-27,114.120003,114.779999,114.120003,114.589996,114.589996,4364000
2018-08-28,114.760002,114.870003,113.550003,113.680000,113.680000,6101400
